timestamp,pf_x,pf_y,gt_x,gt_y,error
1775417465.8834465,-24.019689405270196,-2.0638673607149856,0.0,0.0,24.108194200484487
1775417465.888097,-24.092424273969833,-2.0484104846026367,0.0,0.0,24.179348479857783
1775417465.907038,-24.117228850195993,-2.024879871507922,0.0,0.0,24.202083916612718
1775417465.9081504,-24.11819910530915,-2.0249624639430213,0.0,0.0,24.203057680047642
1775417465.9232302,-24.118939511115286,-2.0260345904358945,0.0,0.0,24.20388521090118
1775417465.9275105,-24.135574338388665,-2.046488095228726,0.0,0.0,24.222181201696067
1775417465.946451,-24.14554810224736,-2.0662147606988635,0.0,0.0,24.233793277059846
1775417465.9474385,-24.14733336299331,-2.062604655436892,0.0,0.0,24.235264523172834
1775417465.9667137,-24.156905736160585,-2.075564863820835,0.0,0.0,24.245908196016824
1775417465.967822,-24.15683179922782,-2.0741059378437536,0.0,0.0,24.245709682696095
1775417465.9832556,-24.153450906981064,-2.075929746978502,0.0,0.0,24.242497293602707
1775417465.987828,-24.16400041276781,-2.0790165929161404,0.0,0.0,24.253272479025657
1775417466.0031497,-24.16633391910271,-2.078002305554348,0.0,0.0,24.255510480537477
1775417466.007919,-24.160191963890963,-2.075147261837502,0.0,0.0,24.24914662189936
1775417466.0231762,-24.1629390270625,-2.075262544813622,0.0,0.0,24.251893473612455
1775417466.0275311,-24.162531658671117,-2.0727073951471406,0.0,0.0,24.251269082301274
1775417466.0433197,-24.161397448279516,-2.0728812075215974,0.0,0.0,24.250153878980317
1775417466.0477176,-24.161975224300818,-2.0800961688882977,0.0,0.0,24.251347319510938
1775417466.0631368,-24.15979609170399,-2.0807125348797997,0.0,0.0,24.249229097963532
1775417466.0679703,-24.163501369442898,-2.0829925111318435,0.0,0.0,24.25311642310118
1775417466.086644,-24.165704225817905,-2.0842369992228487,0.0,0.0,24.255418046256032
1775417466.0875819,-24.163280447679522,-2.085363338933649,0.0,0.0,24.253100054396757
1775417466.1032374,-24.16401288716177,-2.083525223244548,0.0,0.0,24.253671807930782
1775417466.1075525,-24.16700143864749,-2.075360975861832,0.0,0.0,24.25594940866508
1775417466.1231134,-24.167960713430443,-2.0764141891526715,0.0,0.0,24.256995298899486
1775417466.127201,-24.163037017754792,-2.08387911921053,0.0,0.0,24.25272995159246
1775417466.1465914,-24.15908161388648,-2.0867117499463155,0.0,0.0,24.249032771510535
1775417466.1475348,-24.157345818638813,-2.0864882269963787,0.0,0.0,24.247284180351016
1775417466.1632113,-24.157821227271093,-2.0900640272876068,0.0,0.0,24.248065780324655
1775417466.1674166,-24.16037223257797,-2.083967996173709,0.0,0.0,24.250082660184912
1775417466.1831064,-24.161215774341645,-2.0845556875615365,0.0,0.0,24.25097359094766
1775417466.187241,-24.165715957436827,-2.084572447400305,0.0,0.0,24.255458561403813
1775417466.2032707,-24.16558492756959,-2.0845341825705175,0.0,0.0,24.255324727776447
1775417466.2076423,-24.16042222411137,-2.0774002084900327,0.0,0.0,24.249568937891848
1775417466.2231076,-24.162777278665093,-2.0764270431358547,0.0,0.0,24.25183199438426
1775417466.2273295,-24.165919104591357,-2.0797658215202874,0.0,0.0,24.25524834014316
1775417466.243581,-24.164688566019763,-2.079441177952163,0.0,0.0,24.253994497923212
1775417466.2483134,-24.173926080028554,-2.08091583426227,0.0,0.0,24.263324438995742
1775417466.2631392,-24.173127466855057,-2.080788608074931,0.0,0.0,24.262517856980896
1775417466.2672093,-24.169321247214707,-2.0841607034086653,0.0,0.0,24.259015136412632
1775417466.283112,-24.170683984618755,-2.080651920524881,0.0,0.0,24.260071654854805
1775417466.2871392,-24.176787171836,-2.079158925587327,0.0,0.0,24.26602439193745
1775417466.3063302,-24.165136853687315,-2.0814737643171908,0.0,0.0,24.254615482191788
1775417466.307283,-24.161710981357036,-2.0798042454432535,0.0,0.0,24.25105901287597
1775417466.3232076,-24.16280505601438,-2.080262081533741,0.0,0.0,24.25218832400122
1775417466.327729,-24.16775911212072,-2.0868896201199165,0.0,0.0,24.25769339380928
1775417466.3431702,-24.17193011977497,-2.084654551019632,0.0,0.0,24.261656792403343
1775417466.3476052,-24.165571235742828,-2.084177741291845,0.0,0.0,24.255280456161657
1775417466.3667018,-24.160728230374374,-2.0848163185982322,0.0,0.0,24.250510256576103
1775417466.3677528,-24.162991370427513,-2.0847149979819424,0.0,0.0,24.25275630913248
1775417466.3832421,-24.165062550483125,-2.083469583349574,0.0,0.0,24.254712811606424
1775417466.391287,-24.162976477610517,-2.0803461982549467,0.0,0.0,24.252366329126584
1775417466.406797,-24.16391674081734,-2.0836349333076414,0.0,0.0,24.253585442001196
1775417466.408095,-24.161798245212808,-2.0871399175398433,0.0,0.0,24.25177617160766
1775417466.423223,-24.160726798994364,-2.086014031397543,0.0,0.0,24.25061182722679
1775417466.4282084,-24.167701387903826,-2.0849534541821435,0.0,0.0,24.257469391529582
1775417466.443229,-24.168443566305847,-2.0868843093865728,0.0,0.0,24.25837485361446
1775417466.4479303,-24.163433624721943,-2.0904013819192433,0.0,0.0,24.25368636875378
1775417466.4631846,-24.163119480334867,-2.0897568132720314,0.0,0.0,24.253317846421655
1775417466.467512,-24.1608061934089,-2.082267932199221,0.0,0.0,24.250368979809995
1775417466.4831748,-24.160215882747863,-2.0805258276364165,0.0,0.0,24.249631321330316
1775417466.4874077,-24.162885127061198,-2.0778798296806116,0.0,0.0,24.25206387609411
1775417466.5064552,-24.160318262560473,-2.0777763727974303,0.0,0.0,24.249497586621633
1775417466.5074017,-24.161774985737846,-2.0803755609918535,0.0,0.0,24.25117178480659
1775417466.5265505,-24.162453920350963,-2.077960077671992,0.0,0.0,24.251641130807666
1775417466.5274634,-24.16135949424393,-2.075678685748052,0.0,0.0,24.25035535031518
1775417466.5431762,-24.158619817350072,-2.078097489127232,0.0,0.0,24.247832906335702
1775417466.547766,-24.15633412239309,-2.077032382573647,0.0,0.0,24.245464354203495
1775417466.5662239,-24.154025618266797,-2.078397176523419,0.0,0.0,24.24328130413186
1775417466.5671732,-24.15241422277711,-2.075059200626053,0.0,0.0,24.241389883311328
1775417466.5832412,-24.152778598270398,-2.0735088711392766,0.0,0.0,24.24162026465562
1775417466.5876482,-24.153185851656087,-2.0689018331736624,0.0,0.0,24.24163240336651
1775417466.6030967,-24.158003613010703,-2.0708347695803093,0.0,0.0,24.246597600676694
1775417466.6074677,-24.158236806281383,-2.0690744897146827,0.0,0.0,24.246679666138963
1775417466.6265957,-24.157231800222952,-2.069863205160033,0.0,0.0,24.24574564614952
1775417466.627704,-24.15917988755731,-2.0676813932113576,0.0,0.0,24.247500472897947
1775417466.646686,-24.1610653603989,-2.0743761795247466,0.0,0.0,24.24995084291198
1775417466.6477222,-24.161891708285026,-2.07596692702454,0.0,0.0,24.250910284048977
1775417466.6643775,-24.162738376313037,-2.0752162179211915,0.0,0.0,24.251689594609154
1775417466.6691701,-24.170917952894715,-2.0749508340355485,0.0,0.0,24.259816480122698
1775417466.683453,-24.173137219847447,-2.0776998813274306,0.0,0.0,24.262262875635532
1775417466.6882021,-24.173788059456015,-2.077583473031262,0.0,0.0,24.26290135641059
1775417466.7032511,-24.177244176622686,-2.0774404516335006,0.0,0.0,24.266332537203038
1775417466.7082536,-24.170592806556787,-2.071625112701811,0.0,0.0,24.259208297633116
1775417466.726415,-24.158929783277067,-2.072464354862402,0.0,0.0,24.24765961439345
1775417466.7274647,-24.158611199825,-2.073817660366869,0.0,0.0,24.24745790372177
1775417466.7432728,-24.15699776402162,-2.073819561134731,0.0,0.0,24.245850542785476
1775417466.747737,-24.15781527856913,-2.0726911198477525,0.0,0.0,24.246568571898248
1775417466.763069,-24.15735858163198,-2.0716691642565843,0.0,0.0,24.24602620570389
1775417466.767393,-24.159322426065515,-2.0786908879770936,0.0,0.0,24.248583791519682
1775417466.7871065,-24.156178604130467,-2.080438850788141,0.0,0.0,24.24560146844205
1775417466.7881494,-24.156300289747573,-2.076907939676944,0.0,0.0,24.245419985604535
1775417466.8031948,-24.157389735087442,-2.078419168679265,0.0,0.0,24.24663492226584
1775417466.8076496,-24.16660433243464,-2.0771340428331273,0.0,0.0,24.255705530706482
1775417466.8231895,-24.165739045733414,-2.0787690897229543,0.0,0.0,24.25498349937332
1775417466.8278623,-24.16097154618121,-2.0776199047518205,0.0,0.0,24.250135061974376
1775417466.8466604,-24.15948605856459,-2.0774954273307924,0.0,0.0,24.248644371687195
1775417466.8477135,-24.15954259045783,-2.0785071782199878,0.0,0.0,24.24878739793101
1775417466.8631485,-24.160014206610345,-2.080326635709437,0.0,0.0,24.249413299600793
1775417466.8681986,-24.17140136995692,-2.0826860378715955,0.0,0.0,24.260960931502705
1775417466.8832211,-24.170724511952493,-2.080675534019257,0.0,0.0,24.260114058070037
1775417466.8879201,-24.16594695302285,-2.076181932479021,0.0,0.0,24.25496904869323
1775417466.9034114,-24.164351176360373,-2.077090486249257,0.0,0.0,24.25345692190159
1775417466.908285,-24.164232284528858,-2.0790021002302796,0.0,0.0,24.253502255002854
1775417466.926384,-24.161401468264174,-2.0796012120992007,0.0,0.0,24.250733228337708
1775417466.9272811,-24.162354196830005,-2.0791284605214027,0.0,0.0,24.251641913248235
1775417466.9431472,-24.164574482885023,-2.076376408246268,0.0,0.0,24.25361826465527
1775417466.9484007,-24.165568539280784,-2.0801041767032267,0.0,0.0,24.254928080961516
1775417466.9666152,-24.160037356153154,-2.0831693429976696,0.0,0.0,24.24968040124078
1775417466.9677644,-24.161518834357583,-2.0851011116607547,0.0,0.0,24.251322418145886
1775417466.986797,-24.162854392372846,-2.081786576047522,0.0,0.0,24.25236829126639
1775417466.9878256,-24.16400088469417,-2.077787100994683,0.0,0.0,24.253167586782567
1775417467.0067608,-24.16350166381218,-2.0781231988178317,0.0,0.0,24.252698997977912
1775417467.0078077,-24.163988002906912,-2.0785844677279295,0.0,0.0,24.25322307641005
1775417467.0269768,-24.176031599889765,-2.071894992150361,0.0,0.0,24.26465027107059
1775417467.0281172,-24.17485387384592,-2.069274691869691,0.0,0.0,24.26325323554563
1775417467.0464337,-24.18331748000247,-2.0742774294682103,0.0,0.0,24.27211303518905
1775417467.047456,-24.182426643197854,-2.076263145781791,0.0,0.0,24.271395242222418
1775417467.063211,-24.17709830907279,-2.0754318482452283,0.0,0.0,24.266015330154246
1775417467.0678425,-24.160172630678982,-2.07499006108833,0.0,0.0,24.249113907477632
1775417467.0835674,-24.158337079087275,-2.0748121919239777,0.0,0.0,24.247269868143082
1775417467.088742,-24.19469388177795,-2.0700470824100963,0.0,0.0,24.283086849828997
1775417467.1032689,-24.194198449540306,-2.0683040444139404,0.0,0.0,24.28244469232613
1775417467.1085334,-24.28231414543606,-2.0624639811671512,0.0,0.0,24.369746365755557
1775417467.1266072,-24.312577283294083,-2.064520233309263,0.0,0.0,24.40007495787443
1775417467.1276894,-24.31230689522948,-2.0609793932187532,0.0,0.0,24.39950619637814
1775417467.143136,-24.31534300778746,-2.0620267616437498,0.0,0.0,24.402619940327998
1775417467.1475792,-24.350795216611242,-2.072425136175553,0.0,0.0,24.438825127783645
1775417467.1664293,-24.36775712592087,-2.077212571186185,0.0,0.0,24.456132143365625
1775417467.1674635,-24.365918092850617,-2.0742586823501314,0.0,0.0,24.454049022376847
1775417467.1831708,-24.366259076661386,-2.0725535472559415,0.0,0.0,24.454244204170912
1775417467.187821,-24.388058377431793,-2.0704894281351174,0.0,0.0,24.475790444703527
1775417467.2032802,-24.38723156636018,-2.068895036621383,0.0,0.0,24.47483176946945
1775417467.2078667,-24.40528213185652,-2.070727446102293,0.0,0.0,24.492972626685322
1775417467.2233024,-24.407386287339722,-2.069821329017893,0.0,0.0,24.494992666124165
1775417467.2278235,-24.412700514212236,-2.0804822729078567,0.0,0.0,24.501190846252804
1775417467.2467663,-24.410736267165035,-2.082411800930339,0.0,0.0,24.49939762552827
1775417467.247868,-24.406987393408336,-2.0826262566044864,0.0,0.0,24.495680552838124
1775417467.263204,-24.406141448971816,-2.0826531753543938,0.0,0.0,24.494839960204555
1775417467.2676897,-24.416996846795318,-2.0944867192880854,0.0,0.0,24.50666459626211
1775417467.2830892,-24.415413572102857,-2.0945091209413085,0.0,0.0,24.505089029720555
1775417467.2871258,-24.421587864740758,-2.0928925934085814,0.0,0.0,24.511102652528663
1775417467.303196,-24.420936359071415,-2.0896639286086156,0.0,0.0,24.510178048891124
1775417467.3074043,-24.433631401614576,-2.094591806013924,0.0,0.0,24.523247303401455
1775417467.3232641,-24.43378874357024,-2.0944145157328777,0.0,0.0,24.523388928309487
1775417467.3279126,-24.44053673299918,-2.101222603499582,0.0,0.0,24.530694491321274
1775417467.3432372,-24.438321614353512,-2.10062478729483,0.0,0.0,24.528436310200767
1775417467.348252,-24.446553585596074,-2.1005349128682327,0.0,0.0,24.53663035409709
1775417467.363114,-24.449154341965645,-2.1030814705380236,0.0,0.0,24.539439677975086
1775417467.367268,-24.444879755608504,-2.1037012058244353,0.0,0.0,24.535233950984566
1775417467.3832033,-24.441028554879253,-2.1054430989296815,0.0,0.0,24.531546373256898
1775417467.387511,-24.45598767130305,-2.1045203648802318,0.0,0.0,24.54637119708578
1775417467.4033191,-24.45623599688682,-2.1044940147035023,0.0,0.0,24.546616349170115
1775417467.4076877,-24.476114745082487,-2.0993305770712025,0.0,0.0,24.56598017353003
1775417467.4266205,-24.48305299907288,-2.09589210851769,0.0,0.0,24.57259953456203
1775417467.4278693,-24.48185880874993,-2.0965978861933157,0.0,0.0,24.571469907760033
1775417467.4433067,-24.482037566748236,-2.1003483489769774,0.0,0.0,24.57196830957427
1775417467.448063,-24.525020845253877,-2.0890741709194867,0.0,0.0,24.613835100441786
1775417467.466478,-24.540935739506764,-2.084970630272262,0.0,0.0,24.629344885719117
1775417467.4675567,-24.539648265490356,-2.0848971206410916,0.0,0.0,24.628055810348517
1775417467.4864368,-24.585873222375263,-2.0637795603225717,0.0,0.0,24.672339738669173
1775417467.4874566,-24.589120405848426,-2.0629755498139435,0.0,0.0,24.675508311936383
1775417467.5067441,-24.63120552069141,-2.049681168494364,0.0,0.0,24.716340309500097
1775417467.5076942,-24.63713813339571,-2.045555167071095,0.0,0.0,24.721910754340012
1775417467.5264575,-24.67208135817058,-2.0428385646898186,0.0,0.0,24.75651001142068
1775417467.5274253,-24.672050197276157,-2.03984418298321,0.0,0.0,24.75623204826948
1775417467.5433161,-24.67651507972167,-2.0413200452702993,0.0,0.0,24.760803379675576
1775417467.5478208,-24.689236919400027,-2.041339650124651,0.0,0.0,24.77348355055131
1775417467.566195,-24.693043326044577,-2.050690302640069,0.0,0.0,24.778049144742138
1775417467.5670972,-24.693328672519755,-2.0529632721662168,0.0,0.0,24.778521730037685
1775417467.5832663,-24.69289859401282,-2.0542441024031475,0.0,0.0,24.77819928498555
1775417467.5882359,-24.710991626783994,-2.040390382500413,0.0,0.0,24.795086208601674
1775417467.603301,-24.710395750184645,-2.038546913136622,0.0,0.0,24.79434071815184
1775417467.6077137,-24.722144072493684,-2.0375102533629454,0.0,0.0,24.805964112964727
1775417467.6232188,-24.724285922061732,-2.041423141187754,0.0,0.0,24.80842040109037
1775417467.6275618,-24.743426295091698,-2.0469963123089414,0.0,0.0,24.827954783333276
1775417467.6463943,-24.755423843472048,-2.0569481884679144,0.0,0.0,24.840733594642202
1775417467.6473954,-24.752055180565907,-2.05532779123553,0.0,0.0,24.837242358828902
1775417467.6631694,-24.752095151402123,-2.0576095077244068,0.0,0.0,24.8374711126222
1775417467.6675885,-24.75790223587087,-2.054344208353386,0.0,0.0,24.84298800964439
1775417467.6831536,-24.75742388200474,-2.054756188218665,0.0,0.0,24.842545366090842
1775417467.6873577,-24.78726401717621,-2.0613036705305423,0.0,0.0,24.87282513666956
1775417467.7064185,-24.8043318404234,-2.0678685477869583,0.0,0.0,24.890378831604167
1775417467.7074652,-24.80414059084973,-2.067936263912824,0.0,0.0,24.89019386911731
1775417467.7262862,-24.8101277960567,-2.0625196081498673,0.0,0.0,24.895711044086852
1775417467.727188,-24.810748735145953,-2.062626713220599,0.0,0.0,24.896338721921296
1775417467.7432246,-24.811402882859014,-2.063354243363549,0.0,0.0,24.897050904658386
1775417467.7475643,-24.826796517421926,-2.0645605201103843,0.0,0.0,24.91249155461316
1775417467.7633078,-24.828027742415294,-2.0641095602972355,0.0,0.0,24.91368117832156
1775417467.7675447,-24.842598487515897,-2.063018341909424,0.0,0.0,24.928111526767964
1775417467.7832057,-24.843683981166784,-2.0662205561650784,0.0,0.0,24.92945850079384
1775417467.787552,-24.849263854511445,-2.0666696316496336,0.0,0.0,24.93505639611653
1775417467.8032372,-24.845176640775218,-2.065866234909548,0.0,0.0,24.93091666208569
1775417467.8074868,-24.849201881188595,-2.061383755097182,0.0,0.0,24.9345570868593
1775417467.8262448,-24.851553392192837,-2.064600525981953,0.0,0.0,24.93716666618115
1775417467.827321,-24.858189237588768,-2.065322488552609,0.0,0.0,24.94383950304153
1775417467.8466463,-24.85982003821406,-2.0653085802488587,0.0,0.0,24.94546355279931
1775417467.847726,-24.857810667481786,-2.0652589604124363,0.0,0.0,24.943456972800202
1775417467.8670151,-24.89208531792589,-2.077059575397859,0.0,0.0,24.978592593552055
1775417467.868797,-24.892034054462084,-2.075938219361227,0.0,0.0,24.978448287655993
1775417467.883172,-24.893686927384614,-2.0779022858029523,0.0,0.0,24.98025874061325
1775417467.8882856,-24.95706055279095,-2.0848946632480523,0.0,0.0,25.04399443364645
1775417467.9032807,-24.954896587664447,-2.085046881967398,0.0,0.0,25.04185065447497
1775417467.908365,-24.990887281477136,-2.070851156324066,0.0,0.0,25.076540264301702
1775417467.9232037,-24.991476657592735,-2.07211297123706,0.0,0.0,25.07723185865161
1775417467.9274862,-25.006978932625152,-2.0652265803428462,0.0,0.0,25.092113425634615
1775417467.9431462,-25.004699199630934,-2.0647189312479894,0.0,0.0,25.08979964704935
1775417467.9479892,-25.019052001033785,-2.068356852963325,0.0,0.0,25.10440326121362
1775417467.963247,-25.019363825792592,-2.0688703314492556,0.0,0.0,25.10475633611547
1775417467.9674637,-25.032380606619736,-2.06386538527588,0.0,0.0,25.117317117144733
1775417467.9832652,-25.033903684280972,-2.0628045855895656,0.0,0.0,25.11874790733379
1775417467.9878166,-25.033522103265714,-2.062532383144984,0.0,0.0,25.118345262501165
1775417468.006231,-25.031034002807,-2.0677997292002424,0.0,0.0,25.11629867177409
1775417468.0071578,-25.031658904933593,-2.0683685430346714,0.0,0.0,25.11696828764882
1775417468.0232306,-25.031428792863313,-2.0667017099722798,0.0,0.0,25.116601748050808
1775417468.0276217,-25.039428025100538,-2.052973607497934,0.0,0.0,25.12344833929597
1775417468.043098,-25.040193297506857,-2.0515654148577345,0.0,0.0,25.12409602409503
1775417468.0471098,-25.045367628218926,-2.0528087625087585,0.0,0.0,25.129354616624543
1775417468.0631866,-25.044090361462157,-2.051402137000438,0.0,0.0,25.12796674545658
1775417468.0673485,-25.038683558093,-2.0551280177550812,0.0,0.0,25.122882507619995
1775417468.0862703,-25.038039944688467,-2.0608522782176726,0.0,0.0,25.122709972939827
1775417468.0873213,-25.036298303691495,-2.0632354861033453,0.0,0.0,25.12116982591658
1775417468.106342,-25.036729427599116,-2.064236088114729,0.0,0.0,25.12168169247996
1775417468.1072578,-25.034542854604375,-2.065321694930465,0.0,0.0,25.119591749122307
1775417468.123226,-25.037757182237378,-2.0681445743145126,0.0,0.0,25.123027419022293
1775417468.1273983,-25.047929024710143,-2.062858449038892,0.0,0.0,25.132730321389435
1775417468.1468112,-25.05176209456731,-2.0607703520618905,0.0,0.0,25.13637918409763
1775417468.1478574,-25.054045541647273,-2.0619479487604404,0.0,0.0,25.13875150731104
1775417468.1631665,-25.052853600341553,-2.060906286417229,0.0,0.0,25.137478159941598
1775417468.1672723,-25.066087784971092,-2.06673651147141,0.0,0.0,25.151146229381393
1775417468.1864183,-25.064540588069043,-2.069587734676726,0.0,0.0,25.149838732733155
1775417468.187532,-25.069604585458833,-2.0674473075186457,0.0,0.0,25.154709547928093
1775417468.2066355,-25.071983781002576,-2.0704149922915907,0.0,0.0,25.157324757516687
1775417468.2077985,-25.072239495948587,-2.0692794714974054,0.0,0.0,25.157486179532423
1775417468.2233324,-25.07397929324405,-2.0656858119762,0.0,0.0,25.158924767800215
1775417468.2277973,-25.075008116172036,-2.067903878925505,0.0,0.0,25.1601323223581
1775417468.2432938,-25.072229727929162,-2.065246707117493,0.0,0.0,25.157145058438456
1775417468.247589,-25.074779558764977,-2.063544249551671,0.0,0.0,25.159546593500362
1775417468.263368,-25.07504368362241,-2.0622454642643357,0.0,0.0,25.159703338681304
1775417468.2680137,-25.058961891577386,-2.067647068668114,0.0,0.0,25.144119302216563
1775417468.2831504,-25.0572443520652,-2.0681886356357997,0.0,0.0,25.142452122887228
1775417468.287249,-25.045329830736506,-2.0674423909475084,0.0,0.0,25.130516595769905
1775417468.3031645,-25.044857610358076,-2.0634169175109975,0.0,0.0,25.129715121715595
1775417468.3076835,-25.04688503158837,-2.0637721629679184,0.0,0.0,25.131764866921838
1775417468.323384,-25.04625200979685,-2.0636493429386973,0.0,0.0,25.131123897447644
1775417468.3276525,-25.043790354240258,-2.0577790208876596,0.0,0.0,25.128189146970833
1775417468.3433406,-25.045204018903842,-2.0589433994356936,0.0,0.0,25.129693437656517
1775417468.3476734,-25.053751449985818,-2.0607308266179123,0.0,0.0,25.138358603087827
1775417468.3633,-25.055781124072283,-2.0618140475665685,0.0,0.0,25.140470260203163
1775417468.3676713,-25.0632532342464,-2.0638379760864733,0.0,0.0,25.148083224681347
1775417468.3865676,-25.063512178125393,-2.062292371595063,0.0,0.0,25.148214499820444
1775417468.387561,-25.062210030920287,-2.0599802532622813,0.0,0.0,25.1467272279673
1775417468.4032073,-25.064057782730828,-2.061622890224888,0.0,0.0,25.148703375672653
1775417468.4073436,-25.062795750154127,-2.064785663014661,0.0,0.0,25.14770507716628
1775417468.4231875,-25.060825469420106,-2.0646478112884132,0.0,0.0,25.145730130449454
1775417468.427738,-25.070701261816765,-2.072289705852932,0.0,0.0,25.156200952930963
1775417468.443315,-25.067455474040834,-2.072298701382632,0.0,0.0,25.15296693932491
1775417468.447719,-25.068010083309577,-2.070144195138459,0.0,0.0,25.15334225357688
1775417468.4632027,-25.0682291861462,-2.0733996186797703,0.0,0.0,25.15382874450515
1775417468.4677591,-25.087146054299236,-2.0713980095094007,0.0,0.0,25.17251649842624
1775417468.4832082,-25.08549346888602,-2.0706099394181847,0.0,0.0,25.17080467721961
1775417468.4874506,-25.091871212700703,-2.071300621038613,0.0,0.0,25.17721762263402
1775417468.5032256,-25.09441554737439,-2.06860929049307,0.0,0.0,25.179532085823592
1775417468.5085788,-25.09200255946807,-2.067815962890218,0.0,0.0,25.17706208636615
1775417468.5263364,-25.09345815345577,-2.0782444730052583,0.0,0.0,25.17937136206567
1775417468.5274434,-25.090883159498322,-2.07867984120399,0.0,0.0,25.17684109664722
1775417468.5434244,-25.09178566768993,-2.077792466209056,0.0,0.0,25.177667277290105
1775417468.5480058,-25.08532538838775,-2.0787450199083217,0.0,0.0,25.171307687505724
1775417468.56324,-25.087023724283497,-2.078097462321108,0.0,0.0,25.17294675650168
1775417468.567614,-25.086372591172832,-2.0714853316870423,0.0,0.0,25.171752844459245
1775417468.583341,-25.08629392446642,-2.070456432673176,0.0,0.0,25.17158979294551
1775417468.5878572,-25.08072124101656,-2.0745781998406683,0.0,0.0,25.166375437810533
1775417468.603308,-25.0811054499096,-2.077008418950899,0.0,0.0,25.166958786509703
1775417468.6077151,-25.079764134264774,-2.0702279818088125,0.0,0.0,25.16506334041339
1775417468.6231883,-25.079620144013084,-2.0732661901967218,0.0,0.0,25.165169962934876
1775417468.6277022,-25.08290967889998,-2.06956637335811,0.0,0.0,25.16814381184256
1775417468.6431613,-25.081523491896125,-2.0679765873364313,0.0,0.0,25.166631634772042
1775417468.647897,-25.08154404481547,-2.0698522993947766,0.0,0.0,25.166806317316627
1775417468.6666627,-25.089782607924302,-2.0754651629515526,0.0,0.0,25.17547908095348
1775417468.6682813,-25.090736189734976,-2.0780651026190755,0.0,0.0,25.176643881057693
1775417468.6831653,-25.089840863475466,-2.07768843354393,0.0,0.0,25.175720521593924
1775417468.6880074,-25.088759980246973,-2.0763927586319015,0.0,0.0,25.17453642541489
1775417468.7032096,-25.085857645385207,-2.0763410257609753,0.0,0.0,25.17163971337167
1775417468.7074757,-25.089276164861598,-2.073973399057407,0.0,0.0,25.17485142233594
1775417468.7232826,-25.088894684282355,-2.0741538842316607,0.0,0.0,25.17448610825025
1775417468.7276454,-25.08939121693532,-2.071179050579756,0.0,0.0,25.174736032300153
1775417468.746305,-25.09181977311219,-2.0728523801038365,0.0,0.0,25.177294066599888
1775417468.747322,-25.09281890012721,-2.072868745089891,0.0,0.0,25.178291149102076
1775417468.7635148,-25.091603060669307,-2.0709165485984515,0.0,0.0,25.176918784979392
1775417468.769157,-25.086514367716468,-2.065701950450949,0.0,0.0,25.171418864850303
1775417468.7832682,-25.08622063781838,-2.0660819725614306,0.0,0.0,25.1711573155993
1775417468.7877665,-25.089589479897995,-2.068143123898425,0.0,0.0,25.174684034774625
