timestamp,pf_x,pf_y,gt_x,gt_y,error
1775316463.6384633,2.966306686401367,-0.13377785682678223,2.966306686401367,-0.13377785682678223,0.0
1775316463.6434536,2.966306686401367,-0.13377785682678223,2.966306686401367,-0.13377785682678223,0.0
1775316463.655381,2.965004096344263,-0.13391888186279471,2.966306686401367,-0.13377785682678223,0.0013102018614123835
1775316463.6594677,2.9961812676890776,-0.15718669242090835,2.966306686401367,-0.13377785682678223,0.037953447682507586
1775316463.663421,2.994043681936179,-0.16797250790293639,2.966306686401367,-0.13377785682678223,0.044029706829799654
1775316463.6752672,2.9951242487655456,-0.16966637790497274,2.966306686401367,-0.13377785682678223,0.04602649069604414
1775316463.679068,3.0285335015991306,-0.17664809855406058,2.966306686401367,-0.13377785682678223,0.07556476795049315
1775316463.6834173,3.028125192828546,-0.1797692800703399,2.966306686401367,-0.13377785682678223,0.07705023522907137
1775316463.6953588,3.0292965925255064,-0.18013731819358372,2.966306686401367,-0.13377785682678223,0.07821079165785137
1775316463.6992438,3.097887084063741,-0.14276564015847376,2.966306686401367,-0.13377785682678223,0.13188700200628506
1775316463.7036781,3.0997545488887575,-0.14093090771666048,2.966306686401367,-0.13377785682678223,0.13363943332522257
1775316463.715371,3.101320961124291,-0.1381808826844775,2.966306686401367,-0.13377785682678223,0.1350860504110647
1775316463.71931,3.154540427972514,-0.133305690471536,2.966306686401367,-0.13377785682678223,0.1882343337623091
1775316463.7234588,3.154966493710316,-0.13278258917710176,2.966306686401367,-0.13377785682678223,0.1886624325390305
1775316463.7354846,3.1547220131947116,-0.1304958608671008,2.966306686401367,-0.13377785682678223,0.1884439090767386
1775316463.7394347,3.1678052751152705,-0.13453741208417158,2.966306686401367,-0.13377785682678223,0.20150002029251463
1775316463.743556,3.168172256786376,-0.13627965002436188,2.966306686401367,-0.13377785682678223,0.20188107260480953
1775316463.7553341,3.16612987216528,-0.13755793262744345,2.966306686401367,-0.13377785682678223,0.19985893660754336
1775316463.7593002,3.2029497845344266,-0.14783673822592516,2.966306686401367,-0.13377785682678223,0.23706034683221053
1775316463.7637422,3.205873576446495,-0.1487195295192414,2.966306686401367,-0.13377785682678223,0.2400323902908583
1775316463.7753654,3.205742791674417,-0.15011509214729601,2.966306686401367,-0.13377785682678223,0.23999282023894974
1775316463.7792425,3.257621940834365,-0.17902311083401934,2.966306686401367,-0.13377785682678223,0.2948079213242779
1775316463.7834015,3.2623761592278653,-0.18473806946714674,2.966306686401367,-0.13377785682678223,0.3004231615773186
1775316463.7954404,3.2623626270602495,-0.18585134748108711,2.966306686401367,-0.13377785682678223,0.3006006793544213
